,utterance_id,gender,age,speaker_id,expression,manual_transcription,discrete_emotion_collection_phase,discrete_emotion_annotation_phase,valence_annotation_phase,arousal_annotation_phase,split,path,target
251,447,f,adult,137,real,JA SAM JELA TI SI HANA NEMOJ SRAT HAHA,happiness,happiness,7.413674027,4.806986099,train,cres_v2.1/audio_files_16000/447.wav,happiness
252,296,m,adult,69,real,ALI PRAVA INDUSTRIJA JE OSTALA I OSIM TOGA POLJSKA JE NAŠLA MOGUĆNOSTI DA PRIVUČE DOBAR DIO ß ß STRANIH INVESTITORA KOJI SU INVESTIRALI UPRAVO UUU PROIZVODNE POGONE,neutral,neutral,5.392033443,3.757048812,train,cres_v2.1/audio_files_16000/296.wav,neutral
253,974,m,adult,231,acted,PA JEBEMTI PA ONDA SMO SAUČESNICI U UBISTVU,fear,anger,2.828329681,5.34283239,train,cres_v2.1/audio_files_16000/974.wav,anger
254,84,m,adult,26,real,DA MU U DRUGIM IGRAMA KOJE NISI GLEDA,anger,anger,3.312699834,7.18313251,train,cres_v2.1/audio_files_16000/84.wav,anger
255,69,m,adult,23,real,PA NE MOGU JOJ PUKO SAM OPROSTITE SVI,anger,anger,2.819148677,7.121107722,train,cres_v2.1/audio_files_16000/69.wav,anger
256,354,m,adult,98,real,TAJNA VRATA AA TRESU MI SE RUKE DA SE VIDIM NA OGLEDALO HAHA HA HA UDH IZNENAĐENĐE,happiness,happiness,7.605488545,7.140539776,train,cres_v2.1/audio_files_16000/354.wav,happiness
257,651,f,adult,198,real,NE GOVORI O NEKIM POKVARENIM LJLJLJUDIMA I O LICOMJERSTVU A PRVA KOJA JE LICOMJERNA JE ONA,sadness,sadness,2.48057079,7.395777109,train,cres_v2.1/audio_files_16000/651.wav,sadness
258,384,m,adult,117,real,SAD SAMO SAMO SE DRŽI,happiness,fear,4.348376427,6.271158259,train,cres_v2.1/audio_files_16000/384.wav,fear
259,285,f,adult,60,acted,JE LI TI MENE ČUJEŠ ŠTO JA TEBE PITAM HA NARAVNO DA NE ČUJEŠ KAD IMAŠ TA GOVNA NA UŠIMA,anger,anger,2.584588598,7.229297921,train,cres_v2.1/audio_files_16000/285.wav,anger
260,400,m,adult,124,acted,OOO VREĆA LAKA NIJE HEHE NESTAT VALJA S NJOM,happiness,happiness,7.00387974,7.219602151,train,cres_v2.1/audio_files_16000/400.wav,happiness
261,838,m,adult,282,acted,OBOSTRANI INTERESI HIHI,happiness,anger,3.72389212,6.554925776,train,cres_v2.1/audio_files_16000/838.wav,anger
262,100,m,adult,28,real,PA ISMIJAVA LJUDE BEZVEZE KUŽIŠ AL NEZNAM ZAŠTO JOJ TO TREBA MOŽE BIT SUPER SVE PET,anger,anger,3.729870598,6.257095754,train,cres_v2.1/audio_files_16000/100.wav,anger
263,277,f,adult,60,acted,ĐAVA TE ODNIJA I KO ME NA TE NAMIRIO I URU I MINUT KAD SAN SE ZATE UDALA,anger,sadness,1.966489445,5.200949542,train,cres_v2.1/audio_files_16000/277.wav,sadness
264,130,m,adult,31,acted,I PO NOĆU KAD MU RADIM NA MAJKU TULI KO BIK JEBEM GA LUDA,anger,anger,4.078937781,5.975748288,train,cres_v2.1/audio_files_16000/130.wav,anger
265,763,m,adult,248,acted,POSLIJE ĆU TI REĆ TRČIII,fear,fear,3.39341696,8.343210575,train,cres_v2.1/audio_files_16000/763.wav,fear
266,58,m,adult,21,real,ŠTA DA UČINIM,anger,anger,4.106882495,6.573098965,train,cres_v2.1/audio_files_16000/58.wav,anger
267,97,m,adult,27,real,ß BILO BI DVOLIČNO OD MENE DA SAM JA TO TU REKAO A ONDA SE NJOJ SMIJAO JA SAM DOŠAO DO HANE I REKO SAM HANA JA SAM REKAO UDH KAD SI IZAŠLA VAN UDH DA SI IZAŠLA VAN UDH JER ONDA NISI IMALA ŠTO ZA REĆ,anger,anger,3.682030967,7.717444461,train,cres_v2.1/audio_files_16000/97.wav,anger
268,808,m,adult,269,acted,ILI PIJE EVO VIDIŠ ZNAO SAM HEHE NO A JESE SJEĆAŠ KAD SMO ZIMI ZASTAJK STAVLJALI KESTENJE U VATRU PA JE BACALA PUCNJAVA AH,happiness,happiness,6.809319479,6.418476578,train,cres_v2.1/audio_files_16000/808.wav,happiness
269,797,m,child,261,acted,DER LJUUDI LJUDI ZNATE KOG VAM DOVODIM DER DVA PARTIZANČINA NOVA NOVCATA,happiness,happiness,5.601187443,8.202967616,train,cres_v2.1/audio_files_16000/797.wav,happiness
270,102,m,adult,28,real,NE JA SE NE LJUTIM STALNO KUŽIŠ,anger,anger,2.979195169,7.148803465,train,cres_v2.1/audio_files_16000/102.wav,anger
271,57,m,adult,21,real,A JA SAM SE ONO ZABEZEKNO JA VELIM,anger,neutral,3.40803526,6.4682892,train,cres_v2.1/audio_files_16000/57.wav,neutral
272,881,m,adult,294,acted,UDH DOĆI ĆU TU SAM ZASTAJK AKO IŠTA POSTOJI POSLIJE OVOG SRANJA,sadness,sadness,2.291362931,5.671979123,train,cres_v2.1/audio_files_16000/881.wav,sadness
273,434,f,adult,135,real,VIDIŠ TI ŠTA JE JOGA AAA MICKO,happiness,neutral,6.190941661,3.954736639,train,cres_v2.1/audio_files_16000/434.wav,neutral
274,682,m,adult,207,real,I NAKON DESETAKDANA U KUĆI JE ZAVLADAO VELIKI NEMIR,neutral,neutral,5.238513778,4.062815933,train,cres_v2.1/audio_files_16000/682.wav,neutral
275,466,f,adult,140,real,UDH AL PAZI ČUJ TI TEORIJU,happiness,happiness,5.168103306,7.18426838,train,cres_v2.1/audio_files_16000/466.wav,happiness
276,440,f,adult,137,real,ALENE PREGAZIT ĆE TE KONJ PREGAZIT ĆE TE UDH ČUJEŠ,happiness,happiness,6.296335405,6.451978746,train,cres_v2.1/audio_files_16000/440.wav,happiness
277,1052,m,adult,304,real,SEIZMIČKI VALOVI ŠIRINE NEKOLIKO STOTINA KILOMETARA,neutral,neutral,5.944852674,3.404131021,train,cres_v2.1/audio_files_16000/1052.wav,neutral
278,146,m,adult,31,acted,ANAMARIJA JEBEM MU MATER IZGLEDA DA MORAM NA OPERACIJU,anger,fear,2.061233848,7.202398219,train,cres_v2.1/audio_files_16000/146.wav,fear
279,1112,m,adult,322,real,VEĆ NAS OVA ATMOSFERA GRIJE JER SE ONA RAZMNOŽAVA NA SUNČEVU SVJETLU,neutral,neutral,5.861209252,2.612044793,train,cres_v2.1/audio_files_16000/1112.wav,neutral
280,348,f,child,96,acted,NI MENE IVICE BRATE JER SIGURNO NA SVIJETU NEMA BOLJEGA TATE,neutral,happiness,7.432567629,5.402570366,train,cres_v2.1/audio_files_16000/348.wav,happiness
281,622,f,adult,186,real,VAZDA SI GOVORILA DA U SVEMU IDEŠ DO KRAJA PA TAKO ŽELIM DA SAD BUDE,sadness,sadness,2.329588249,7.586706977,train,cres_v2.1/audio_files_16000/622.wav,sadness
282,544,f,adult,171,acted,DAJ PUSTI TE NAS NA MISU GROŠ IDEMO,fear,fear,2.559793179,6.297129299,train,cres_v2.1/audio_files_16000/544.wav,fear
283,500,m,adult,148,acted,NE MRDAJ KAD TI KAŽEM SLUŠAJ ME,fear,anger,4.197367698,7.817557354,train,cres_v2.1/audio_files_16000/500.wav,anger
284,331,f,adult,89,real,I MISLIM DA MOGU BEZ PRETJERIVANJA REĆI DA UDH STUPANJEM NA SNAGU OVOGA ZAKONA NIŠTA VIŠE NE MOŽE BITI ISTO ,neutral,neutral,5.152744634,5.098308704,train,cres_v2.1/audio_files_16000/331.wav,neutral
285,390,m,adult,117,real,EVA I JOŽA IZVANRETNI DOLAZAK,happiness,neutral,5.20134941,5.131430961,train,cres_v2.1/audio_files_16000/390.wav,neutral
286,159,f,adult,32,real,NE UZIMAJ MOJE IME U USTA JER MI JE MUKA OD TEBE GADI MI SE VIŠE TVOJ GLAS,anger,anger,1.297433271,8.192539118,train,cres_v2.1/audio_files_16000/159.wav,anger
287,339,f,adult,94,real,ß ZNATE ŠTA KOD ß PO MENI ŽENSTVENOST SE OČITUJE ß U POGLEDU U NAČINU OPHOĐENJA U SAMOPOUZDANJU U TOJ NEKOJ SENZUALNOSTI I SLOŽILA BI SE SA GOSPODINOM OVAJ DA SEKSUALNOST ß NEMA MNOGO VEZE SA ŽENSTVENOŠČU MHM TO JE TO SU DVIJE RAZLIČITE ß STVARI EROTIZIRANA ŽENSKA JE OVAJ SEKSUALNO KOJA JE PRIVLAČNA MISLIM DA ONA NE MORA BITI I ŽENSTVENA,neutral,neutral,5.815182921,4.378798384,train,cres_v2.1/audio_files_16000/339.wav,neutral
288,902,f,adult,302,acted,TUČE ME ZASTAJK VIDI ŠTA MI JE NAPRAVIO ZASTAJK KO DA SAM NJEGOVO VLASNIŠTVO,sadness,sadness,2.009423707,5.827419949,train,cres_v2.1/audio_files_16000/902.wav,sadness
289,638,f,adult,194,acted,A ZNAŠ ŠTA MI JOŠ PIŠE DA JE ONAJ NJEZIN OPET TUČE DA JE PUNO NESRETNA BOG NEKA JOJ SNAGE DA,sadness,sadness,2.545721391,5.33701488,train,cres_v2.1/audio_files_16000/638.wav,sadness
290,537,f,adult,170,real,IZVADI GA,fear,fear,3.249316651,7.281534906,train,cres_v2.1/audio_files_16000/537.wav,fear
291,86,m,adult,26,real,PA ZAR TI NIJE ONDA MALO ČUDNO,anger,anger,3.482742396,7.529733455,train,cres_v2.1/audio_files_16000/86.wav,anger
292,796,f,adult,264,acted,E BOŽE TONKA IDH BAŠ MI JE LEPO DA SAM TE OPET ČULA,happiness,happiness,7.660239595,3.911281913,train,cres_v2.1/audio_files_16000/796.wav,happiness
293,68,m,adult,23,real,TI NISI NORMALAN,anger,anger,2.464453754,7.682950021,train,cres_v2.1/audio_files_16000/68.wav,anger
294,698,f,adult,213,real,IAKO ZABRANA PUŠENJA NA JAVNIM MJESTIMA POČINJE ZA DVA DANA UGOSTITELJI SMATRAJU DA ZAKON NEĆE ZAŽIVJETI,neutral,neutral,5.135260429,3.345629275,train,cres_v2.1/audio_files_16000/698.wav,neutral
295,162,f,adult,34,real,BOSANKA KOJA IZGLEDA PRLJAVO,anger,anger,2.656231825,7.404067105,train,cres_v2.1/audio_files_16000/162.wav,anger
296,311,m,adult,77,real,MEĐUTIM S OBZIROM DA ŽIVIMO U DRŽAVI KOJA NEMA SOCIJALNE RESURSE UDH KOJI BI ŽENI OMOGUĆILI DA POKRIJE PRIVATNU I JAVNU SFERU ŽENSTVENOST JE U NOVIJE VRIJEME NEŠTO ŠTO ŽENU UGROŽAVA,neutral,neutral,4.473353735,4.87651672,train,cres_v2.1/audio_files_16000/311.wav,neutral
297,557,f,child,172,acted,HOĆU HOĆU ALI NE ZNAM DAL ĆU SVE ZNATI,fear,fear,4.098428667,5.879757043,train,cres_v2.1/audio_files_16000/557.wav,fear
298,79,m,adult,24,real,MENE APSOLUTNO BOLI NEKA STVAR VIŠE TKO ĆE ŠTA JEST,anger,anger,3.054494629,6.905128667,train,cres_v2.1/audio_files_16000/79.wav,anger
299,851,m,adult,284,acted,U DANAŠNJEM UVODNIKU HUHU HU,happiness,happiness,7.069183133,6.215065771,train,cres_v2.1/audio_files_16000/851.wav,happiness
300,1143,f,adult,342,acted,JA TI KAŽEM ZOVIMO POLICIJU,fear,fear,3.636031351,6.217482264,train,cres_v2.1/audio_files_16000/1143.wav,fear
301,154,m,adult,31,acted,A OPROSTI A ČEGA SE ON OZBILJNO UHVATIO,anger,anger,5.532831601,6.994508382,train,cres_v2.1/audio_files_16000/154.wav,anger
302,439,f,adult,137,real,NE NO A LEN NE NO A LEN A LEN,happiness,happiness,5.68615611,7.087431048,train,cres_v2.1/audio_files_16000/439.wav,happiness
303,691,m,adult,211,real,PUŠENJE NA JAVNIM MJESTIMA DOPUŠTENO JE JOŠ SUTRA A ONDA SLIJEDE KAZNE,neutral,neutral,5.497383893,4.52560246,train,cres_v2.1/audio_files_16000/691.wav,neutral
304,411,f,adult,129,acted,BAR ĆEŠ IMATI MATERIJALA ZA JEDNU SOČNU RECENZIJU,happiness,happiness,7.029295893,5.403573392,train,cres_v2.1/audio_files_16000/411.wav,happiness
305,685,m,adult,209,real,TAJ DAN U ZAGREBU PODIJELJENO OKO ŠESTO OBROKA,neutral,neutral,5.477873517,4.692108877,train,cres_v2.1/audio_files_16000/685.wav,neutral
306,479,f,adult,143,acted,TI NISI NORAMALAN DAJ EJ AJ,happiness,happiness,6.786414154,6.705985224,train,cres_v2.1/audio_files_16000/479.wav,happiness
307,78,m,adult,24,real,NEMOJ MENI STAVLJAT RIJEČI U USTA,anger,anger,3.203745344,7.594519441,train,cres_v2.1/audio_files_16000/78.wav,anger
308,800,m,adult,265,acted,ŠAA JE SIMA OPET DUGO LICE AH PA DOKLE ĆEMO TAKO,happiness,anger,4.720896391,7.479362433,train,cres_v2.1/audio_files_16000/800.wav,anger
309,542,f,adult,171,acted,O BOŽE MOJ,fear,fear,2.581345899,8.13095114,train,cres_v2.1/audio_files_16000/542.wav,fear
310,680,m,adult,207,real,I DO TIH BLAGOSLOVA MI MOŽEMO DOĆI UPRAVO PO SVOJOJ VJERI,neutral,neutral,6.778495598,3.064684248,train,cres_v2.1/audio_files_16000/680.wav,neutral
311,464,f,adult,140,real,LJUBI MI SE U USTA,happiness,neutral,6.590434182,6.400746795,train,cres_v2.1/audio_files_16000/464.wav,neutral
312,1141,f,adult,340,acted,ŠTO JE TO,fear,fear,3.424477751,6.293578194,train,cres_v2.1/audio_files_16000/1141.wav,fear
313,188,f,adult,45,acted,DA NISI MOŽDA MALO URANIO KOJIH ČETRDESET MINUTA,anger,anger,3.874294281,5.139888763,train,cres_v2.1/audio_files_16000/188.wav,anger
314,265,f,adult,60,acted,HEJ EJ EJ EJ DAJE OSTAVITE TU LETVU VANI,anger,anger,4.177413266,6.95972998,train,cres_v2.1/audio_files_16000/265.wav,anger
315,251,f,adult,59,real,NEDA MI SE GLEDAT NEKE LJUDE NEDA MI SE VIŠE I TO JE TO,anger,sadness,3.74839848,4.165637845,train,cres_v2.1/audio_files_16000/251.wav,sadness
316,668,f,adult,202,acted,CMIZDR JA NE ZNAM KAJ JA DELAM GROŠ NE ZNAM KAJ JE MENI BILO UDH KAD SI TI ZAMAHNUO NOŽEM JA SAM SI REKLA KAJUDH  CMIZDR UDH ZAKAJ IDH MORA OVO DIJETE SA MONOM UMRIJETI,sadness,sadness,1.417998566,6.786852767,train,cres_v2.1/audio_files_16000/668.wav,sadness
317,689,m,adult,209,real,ALI TAKOĐER UKLJUČUJE NEŠTO DUHOVNO,neutral,neutral,6.371791884,3.460352127,train,cres_v2.1/audio_files_16000/689.wav,neutral
318,552,f,child,172,acted,NIJE MOGUĆE UDH NIJE MOGUĆE,fear,sadness,2.27331968,7.474306432,train,cres_v2.1/audio_files_16000/552.wav,sadness
319,812,m,adult,270,acted,SASVIM SIGURNO,happiness,neutral,4.870716502,5.99036323,train,cres_v2.1/audio_files_16000/812.wav,neutral
320,624,f,adult,187,acted,PA ŠTA BI TREBALA OD SVAKOG TRAŽIT PISMENU POTVRDU DA NIJE SRČANI BOLESNIK,sadness,sadness,2.536173397,6.866546963,train,cres_v2.1/audio_files_16000/624.wav,sadness
321,249,f,adult,58,real,PODRAZUMJEVALA SAM DA ME JE TAK ČUO,anger,anger,4.51968576,5.998990732,train,cres_v2.1/audio_files_16000/249.wav,anger
322,545,f,adult,171,acted,DJECO VEĆ SE I NOĆ SVE TAMNIJA HVATA A MI GLEDAMO ZAUDNO NAŠA VRATA UDH NO NADAJMO SE JOŠ UVIJEK MOŽE STIĆI,fear,sadness,3.360346403,3.093345222,train,cres_v2.1/audio_files_16000/545.wav,sadness
323,189,f,adult,45,acted,DA JE INZISTIRAO DA GA BACIŠ S NEBODERA TI BI GA BACIO JEL,anger,anger,3.262291957,5.248359638,train,cres_v2.1/audio_files_16000/189.wav,anger
324,769,m,adult,250,acted,NE ZNAM KALIBRIRAO SAM SVE,fear,fear,3.317974556,7.627116724,train,cres_v2.1/audio_files_16000/769.wav,fear
325,424,f,adult,133,real,TI ISTO LJUBI JAKO,happiness,neutral,5.201965356,5.07707749,train,cres_v2.1/audio_files_16000/424.wav,neutral
326,914,f,adult,298,acted,JA KUPLA BRDO OD BABE,happiness,happiness,7.333206532,6.033199973,train,cres_v2.1/audio_files_16000/914.wav,happiness
327,1104,m,adult,321,real,PUTUJE LI ONA ISTO OKO ZEMLJE,neutral,neutral,5.672116627,5.43278993,train,cres_v2.1/audio_files_16000/1104.wav,neutral
328,944,f,adult,267,real,JEZIVO ß NE MOGU VAM OPISATI ŠTA SMO DOŽIVELI MI SMO UDH PO BAŠTAMA IŠLI OKOLO TRAŽILI ŠTA DA JEDEMO NISMO IMALI ŠTA NI JEST,sadness,sadness,2.381703997,5.517295819,train,cres_v2.1/audio_files_16000/944.wav,sadness
329,807,m,adult,269,acted,A NE SJEĆAŠ SE TREĆA REALNA DRUGA KLUPA IZA TEBE CVIKER VJEČNI DRUGI RED IZ LATINSKOG HEH TI SI IŠO DALJE JA ZAOSTAO TAKO DANAS GLEDAM TVOJU PAMETNU GLAVU,happiness,happiness,7.100930002,6.994755395,train,cres_v2.1/audio_files_16000/807.wav,happiness
330,90,m,adult,26,real,SVEGA JA BI NA NJEGOVOM MJESTU NENAD NAPRAVIO ISTO DA JE OVA SITUACIJA ISTO BI NAPRAVIO NA NJEGOVOM MJESTU,anger,anger,5.494937589,4.680679842,train,cres_v2.1/audio_files_16000/90.wav,anger
331,444,f,adult,137,real,ALEN MORAMO IĆ PO KONJA,happiness,happiness,6.706943884,8.018103048,train,cres_v2.1/audio_files_16000/444.wav,happiness
332,177,f,adult,41,acted,NA DANIJELA NE MISLIŠ,anger,anger,3.726709026,6.429308625,train,cres_v2.1/audio_files_16000/177.wav,anger
333,263,f,adult,60,acted,DOSTA MI JE,anger,fear,2.0768674,8.470506893,train,cres_v2.1/audio_files_16000/263.wav,fear
334,820,m,adult,272,acted,AH KO ZNA SE,happiness,anger,4.557747123,6.756266462,train,cres_v2.1/audio_files_16000/820.wav,anger
335,469,f,adult,141,real,TOMI ĆE NA ROG POGLE GA,happiness,sadness,4.603078009,4.482379527,train,cres_v2.1/audio_files_16000/469.wav,sadness
336,125,m,adult,31,acted,U PIČKU MATERINU SVI SERU KAK NEMAJU LOVE A SVAKI DAN SVE VIŠE I VIŠE AUTI U GRADU KAK JE TO MOGUĆE,anger,anger,3.496601617,7.413343942,train,cres_v2.1/audio_files_16000/125.wav,anger
337,346,f,adult,95,acted,A TI MARICE SOBU UREDI MALO A BUDETE LI GLADNI KRUHA JE PREOSTALO NA POLICI TAMO I ČEKAJTE ME ČEKAJTE ME,neutral,neutral,5.61689164,4.406601263,train,cres_v2.1/audio_files_16000/346.wav,neutral
338,190,f,adult,46,acted,JESI TI NORMALAN ČOVJEČE ŠTA SI MISLIO HM ŠTA SI MISLIO DA ĆU MU POPUŠIT,anger,anger,3.249436944,6.872604909,train,cres_v2.1/audio_files_16000/190.wav,anger
339,109,m,adult,29,acted,A VALJDA ĆEMO DOBIT JEBEŠ IN MATER,anger,anger,3.17537376,7.039647365,train,cres_v2.1/audio_files_16000/109.wav,anger
340,200,f,adult,49,real,PA ZATO ŠTO NORMALNO DA MI SMETA JEL NAS ŽIVI TU ČETRNAEST RAZLIČITIH,anger,anger,1.760001106,7.310633781,train,cres_v2.1/audio_files_16000/200.wav,anger
341,293,m,adult,66,real,JEL PONEKAD JE MOŽDA BOLJE DA LJUDI BUDU KOD KUĆE I DA SE NE TROŠI NA GRIJANJE NA ČITAVU ONU OPERATIVU UDH FIRME AKO SE U OVOM RA VREMENU NIŠTA NE DEŠAVA I NEMA NIKAKVE POSLOVNE AKTIVNOSTI,neutral,neutral,4.426643115,4.488883959,train,cres_v2.1/audio_files_16000/293.wav,neutral
342,877,m,adult,293,acted,DEČKI ZASTAJK SVRATITE KOJI PUT NEMOJTE DA NAM KUĆA OSTANE PRAZNA,sadness,sadness,3.104481376,5.175015257,train,cres_v2.1/audio_files_16000/877.wav,sadness
343,782,m,adult,254,acted,IDEM EVO ME EVO ME OOO GOSPA BARO OPET VI,happiness,happiness,6.912459018,6.115621665,train,cres_v2.1/audio_files_16000/782.wav,happiness
344,294,m,adult,67,real,NAJBITNIJI PROJEKTI A TO SU ß PROJEKTI FINANCIRANI OD DRŽAVE KAO ŠTO SU AUTOCESTE STALI SU STO POSTO UDH VELIKE TVRTKE PRIV NEKOLKO DANA SU ZATVORILE VRATA POSLALE LJUDE NA ČEKANJE NA GODIŠNJI UDH,neutral,neutral,4.736346392,4.700704069,train,cres_v2.1/audio_files_16000/294.wav,neutral
345,699,f,adult,213,real,NO VREMENA JE JOŠ MALO HOĆE LI UGOSTITELJI POPUSTITI I IPAK KUPITI KABINU ILI ĆE I DALJE TRAŽITI ALTERNATIVU,neutral,neutral,5.365620763,4.722199006,train,cres_v2.1/audio_files_16000/699.wav,neutral
346,13,m,adult,7,acted,TI SE NE JAVLJAJ TI SI SVOJ ŽIVOT LIJEPO ZAPIO,anger,anger,2.99116234,6.681769074,train,cres_v2.1/audio_files_16000/13.wav,anger
347,252,f,adult,59,real,JA IDEM VAN,anger,anger,3.965869228,6.375375633,train,cres_v2.1/audio_files_16000/252.wav,anger
348,1110,m,adult,322,real,PO MENI OBIĐE I MENE SUNCE AKO OBIĐE VAS,neutral,neutral,5.390481566,4.604016618,train,cres_v2.1/audio_files_16000/1110.wav,neutral
349,1048,f,adult,303,real,JA PRIVATNO NE STAVLJAM PUDER NI NIŠTA UOPĆE,neutral,neutral,5.29248875,2.884552401,train,cres_v2.1/audio_files_16000/1048.wav,neutral
350,815,m,adult,271,acted,AAA MILUJETE HEHE HE UDH DA VAS ONA MOŽDA NE HRANI KAO NAJSTARIJI SIN KOD FIRME VAŠU LEGITIMACIJU MOLIM TAKVO UHO VRIJEDI VIŠE OD OSAM DEBELIH KRAVA HMM HAHA HAHA HAHA,happiness,happiness,6.729195191,6.378635288,train,cres_v2.1/audio_files_16000/815.wav,happiness
351,588,m,adult,185,acted,A VIDIŠ DA OĆE S TOBOM OSTAT,sadness,sadness,4.041996772,5.814597763,train,cres_v2.1/audio_files_16000/588.wav,sadness
352,65,m,adult,23,real,MA IDI U PIČKU MATERINU JEBEM TEBE I TVOJE HRKANJE,anger,anger,2.107371166,6.579929386,train,cres_v2.1/audio_files_16000/65.wav,anger
353,59,m,adult,21,real,DA TE RASKRINKAM ŠTA RADIŠ,anger,anger,2.165760431,7.966152191,train,cres_v2.1/audio_files_16000/59.wav,anger
354,644,f,adult,197,acted,NE MOGU SE JA VRATIT SELMA,sadness,sadness,2.53821502,4.339139066,train,cres_v2.1/audio_files_16000/644.wav,sadness
355,454,f,adult,139,real,SISA TI JE ISPALA SISA HAHA,happiness,happiness,7.368869451,7.533040816,train,cres_v2.1/audio_files_16000/454.wav,happiness
356,887,m,adult,170,acted,GOTOVO ZASTAJK NE PRATIM GA VIŠE,sadness,fear,4.406783237,5.104170986,train,cres_v2.1/audio_files_16000/887.wav,fear
357,710,f,adult,221,acted,DER PUŠKA JEL TI NABIJENA,fear,fear,2.08695771,8.150407315,train,cres_v2.1/audio_files_16000/710.wav,fear
358,462,f,adult,140,real,PA UOPŠTE VIDI JE,happiness,happiness,7.200390455,5.174738225,train,cres_v2.1/audio_files_16000/462.wav,happiness
359,253,f,adult,60,acted,MILJENKO JE BIO GOVNO TAJ JE JEBA ŠTA JE STIGA I MENE JE TIJO SAMO MU NISAM DALA ETO TI NA PA ZNAJ A U NJEMAČKOJ TI JE IMA DRUGU ŽENSKU ZA STALNO,anger,anger,2.159542038,8.496306901,train,cres_v2.1/audio_files_16000/253.wav,anger
360,844,m,adult,282,acted,ALI NIJE ISKLJUČEN IDH KAKO SE KAŽE U MALOM OGLASNIKU,happiness,happiness,6.394759861,4.691587376,train,cres_v2.1/audio_files_16000/844.wav,happiness
361,866,f,adult,286,acted,GLAVNO DA TI O SEBI BRINEŠ,sadness,anger,3.40538186,5.029604211,train,cres_v2.1/audio_files_16000/866.wav,anger
362,694,f,adult,213,real,PRIJAŠNJE PUŠENJE ISPRED ZGRADE ILI U WCU ZAPOSLENICI SU ZAMIJENILI KABINOM NA KOJU SU SE BEZ PROBLEMA NAVIKNULI,neutral,neutral,5.374217436,4.346241831,train,cres_v2.1/audio_files_16000/694.wav,neutral
363,785,m,adult,254,acted,OOO VELEČASNE OPET VI ZASTAJK SAMO NAPRED NIŠ SE NEBOJTE ZASTAJK AJDE AJDE IDEMO,happiness,happiness,6.651575105,6.110627841,train,cres_v2.1/audio_files_16000/785.wav,happiness
364,896,f,adult,300,acted,CMIZDR STAANISLAHAV,sadness,sadness,1.079697337,8.913924265,train,cres_v2.1/audio_files_16000/896.wav,sadness
365,647,f,adult,197,acted,LAŽEŠ MI JA TE RAZUMIJEM ALI LAŽEŠ DUBROVČANINE,sadness,sadness,3.239245974,4.292633308,train,cres_v2.1/audio_files_16000/647.wav,sadness
366,74,m,adult,23,real,MA BJEŽI BRATE AJDE,anger,neutral,4.102456437,4.395726998,train,cres_v2.1/audio_files_16000/74.wav,neutral
367,708,f,adult,220,real,DOKUMENTARNI DIO JE IZVAĐEN IZ TOG REALNOG KONTEKSTA GDJE JE BILA VEČERA SA SUSJEDIMA,neutral,neutral,5.802656087,3.340004505,train,cres_v2.1/audio_files_16000/708.wav,neutral
368,905,f,adult,302,acted,KAKVO DEŽURSTVO CRNI NEMOJ SE ŠALIT SAMNOM CMIZDR MAJKE MI UBIT ĆU SE AKO ME OSTAVIŠ OVDJE,sadness,fear,1.370527794,8.493979313,train,cres_v2.1/audio_files_16000/905.wav,fear
369,17,m,adult,9,acted,DAJ NE IGRAJ SE GORE TIM PIŠTOLJEM NEGO ČISTI,anger,anger,3.531730574,7.167912328,train,cres_v2.1/audio_files_16000/17.wav,anger
370,113,m,adult,29,acted,OBIČNA SAM LUDA BIO KAD SAM GLAS KAD SAM GLAS ZABORAVIO GRRR,anger,anger,4.690986223,6.919265668,train,cres_v2.1/audio_files_16000/113.wav,anger
371,1135,f,adult,332,real,ČAK JE I VLASNIK NAJSKUPLJEG MERCEDESA NA SVIJETU BIO NEUGODNO IZNENAĐEN KAD JE VEĆ U PRVOJ VOŽNJI MJENJAČ PRESTAO RADITI,neutral,neutral,4.542270866,5.38400073,train,cres_v2.1/audio_files_16000/1135.wav,neutral
372,47,m,adult,21,real,SADA OTIŠLA DO SAD SI JU LJUBILA UDH KAD SU LJUDI GOVORILI U NJENU KORIST,anger,anger,2.857111334,7.669228413,train,cres_v2.1/audio_files_16000/47.wav,anger
373,1072,m,adult,312,real,NAUČILI SMO RAZVOJ ČOVJEKA  NJEGOVATEHNOLOGIJE PROMATRATI LINEARNO,neutral,neutral,6.39733739,3.1344934,train,cres_v2.1/audio_files_16000/1072.wav,neutral
374,214,f,adult,50,real,NE NE NE NEGO ONA TU PRIČA JEDNO A ONA JE VANI DRUGO,anger,anger,3.884204482,5.953287332,train,cres_v2.1/audio_files_16000/214.wav,anger
375,386,m,adult,117,real,DOĐI VIDJET PREKO PEDESET SAM IH,happiness,fear,3.68000445,7.540823389,train,cres_v2.1/audio_files_16000/386.wav,fear
376,913,f,adult,305,real,CMIZDR A NISMO ZAJEDNO TU ŽIVIMO EVO ŽIVIMO U BARAKI SMRC PRIJATELJI NAM OĆEJU POMOĆ SMRC PA DA PROBAMO JOŠ JEDNU SOBU,sadness,sadness,1.407920468,7.736525727,train,cres_v2.1/audio_files_16000/913.wav,sadness
377,1136,f,adult,333,real,TO SE NEDAVNO DOGODILO U AMERICI,neutral,neutral,4.932530287,5.59758626,train,cres_v2.1/audio_files_16000/1136.wav,neutral
